de,gsw
eher,änder
eher,iender
eher,iender
eigenartige,ìigenaarteg
eigenes,ìigeds
ein,a
ein,a
ein,a
ein,A
ein,as
ein,as
ein,en
ein,en
ein,en
ein,z
ein (M),A
ein (M),en
ein (M),en
ein (N),a
ein (N),a
ein (N),as
ein (N),as
ein (n),nas
eine,a
eine,A
eine,a
eine,A
eine,a
eine,a
eine,a
eine,A
eine,A
eine,a
eine,a
eine,a
eine,a
eine,Abchǜrzeg
eine,e
einem,a
einem,em
einem,ìim
einen,a
einen,a
einen,eine
einen,en
einer,ana
einer (F),ere
einer (F),ere
einer (F),ere
einfach,eifach
einfach,eifach
einfachsten,eifachschte
Einführung,Yyfierig
eingesetzt,yygsetzt
Einheitsform,Ìinhìitsform
einmal,ìinmaù
Einordnung,Yyuerneg
einzelne,ìinzelni
einzige,einzig
einzige,enzìgì
Endsilbevokal,Endsilbevokaù
Endung,Endeg
Endung,Endeg
entfernt,ewäg
entstanden,entstàne
er,är
er,är
er,Är
er,Är
er,Är
er,Är
er,er
Erforschungsgeschichte,Erforschigsgschicht
Erhalt,Erhaùt
Erhalt,Erhaùt
erhalten,erhaùte
erschienen,erschìne
erschienen,erschìne
erschienen,erschìne
erschienen,erschìne
erschienen,erschìne
erschienen,erschìne
erschienen,erschìne
erst,ersch
erste,ierscht
erste,im
erwähnt,erwäänt
es,As
es,as
es,As
es,as
es,as
es,as
es,as
es,es
es,es
etwa,eppa
etwa,eppa
etwa,eppa
etwa,öbe
etwa,öbe
etwas,eppes
etwas,eppes
etwas,eppes
Fall,Fall
Fälle,Fäù
Familie,Familie
Familiensprache,Familiesprooch
Fang,Fàng
Fang,FR
fängt (er/sie/es),fängt
fast,fascht
Februar,Feber
Februar,Februar
fehlende,fielendì
fehlt (er/sie/es),fieùt
findet (er/sie/es),findet
Flurnamen,Flurname
Flurnamen,Flurname
Folge,Folg
Form,Form
Form,Form
Form,Form
Formen,Forme
Fotos,Foto
frankoprovenzalischen,frankoprovenzalische
frankoprovenzalischen,frankoprovenzalische
frankoprovenzalischen,frankoprovenzalische
Französisch,Französisch
Französisch,Französisch
Französisch,Französisch
Französisch,Französisch
Französisch,Französisch
Französisch,Französisch
Französische,Französischi
Französischen,Französische
französischen,fronzüesìsche
Freiburg,Frybùrg
Freiburg,Fryybùrg
Freiburger,Frybùrger
Freiburger,Fryybùrger
früher,friener
früher,friener
früher,früer
früher,früer
früher,Früer
für,fer
für,für
für,für
für,für
für,für
Fuss,Fues
Fuss,gìtts
ganz,ganz
ganz,gònz
ganzen,ganze
Garn,Gaar
Garn,Gaare
gearbeitet,gschafft
gearbeitet,gschafft
gearbeitet,gwärchet
geblieben,blìben
geblieben,bliibe
geblieben,plìbe
gebracht,brocht
Gebrauch,Bruuch
gebürtiger,gebürtige
Gedicht,Gedicht
Gedicht,Gedìcht
Gedicht,Geisshirt
gegangen,ga
Gegend,Gegend
Gegensatz,Gägesatz
gehabt,gchäbe
gehabt,gha
gehabt,gha
gehabt,gha
gehabt,ghääbe
gehabt,kòò
gehabt,kòò
gehiessen,gheisse
gehören (sie),ghöre
gehören (sie),küere
gehört (er/sie/es),gküert
gehört (er/sie/es),gküert
geht (er/sie/es),gaat
gekommen,cho
gekommen,cho
gekommen,cho
gekommen,cho
gekonnt,chönne
gekonnt,chönne
gelernt,glehrt
gelernt,glehrt
gelernt,glehrt
gelernt,glehrt
gelernt,glehrt
gelernt,glehrt
gelesen,gläse
Gemeinde,Gmìi
Gemeinde,Gmìi
Gemeindeblatt,Gmìisblatt
gemeint,gmeint
gemeint,gmeint
gemeint,gmeint
Gemendeversammlung,Gmìisversammleg
gemischte (pl.),Gmischti
genau,gnau
genau,gnau
genau,rächt
geografischen,geografische
gerechnet,grächnet
geregelt,greglet
germanischen,germanische
germanisiert,germanisiert
germanisiert,germanisiert
Germanisierung,Germanisierig
Germanisierung,Germanisierig
gerne,gäär
gerne,gääre
Gernzen,Gränz
Geschichte,Gschicht
Geschichte,Gschicht
Geschichte,Gschìcht
Geschichte,Gschìcht
Geschichte,Gschìcht
Geschichte,Gschìcht
Geschichte,Gschìcht
Geschichte,Gschìcht
Geschichte,Gschìcht
Geschichten,Gschìchte
Geschichten,Gschìchtlìnì
Geschichten,Gschìchtlìnì
geschrieben,gschrìbe
geschrieben,gschrìbe
geschrieben,Gschrìbe
geschrieben,gschrìbe
gesprochen,gschwätzt
gesprochen,gschwätzt
gesprochen,gschwätzt
gewesen,gsi
gewesen,gsi
gewesen,gsi
gewesen,gsi
gewesen,gsi
gewesen,gsi
gewesen,gsi
gewesen,gsy
gewesen,gsyy
gewesen,gsyy
gewohnt,gwohnt
geworden,worde
gewünscht,gwünscht
gibt (er/sie/es),gìtts
gibt (er/sie/es),gìtts
Glaube,Glùube
gleich,glyych
gleiche,glych
gleiche,glyych
gleichwohl,glychwohl
Gleitschirmfliegen,Glìitschirmfliege
Glückwünsch,Glüggwünsch
Gott,Gott
Grafschaft,Groofschaft
Grenzen,Gränze
Greyerz,Greyerz
Greyerz,Greyerz
Greyerz,Greyerz
Greyerz,Greyerz
Greyerz,Greyerz
Greyerzbezirk,Grüerschbìzìrk
Greyerzbezirk,Grüerschbìzìrk
Greyerzerland,Greyerzerland
Greyerzerland,Greyerzerland
grosse,groossi
grosse,gruessì
grössten,grüeschte
Grund,Grùnd
gültigen,gǜùtege
gut,guet
gutes,guets
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
haben (sie),hen
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hät
hat (er/sie/es),hätt
hat (er/sie/es),hätt
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),het
hat (er/sie/es),hìi
hat (er/sie/es),hìi
hat es (er/sie/es),häts
hat es (er/sie/es),häts
hätten (sie),hätte
hätten (sie),hätte
hätten (sie),hätte
hätten (sie),hätte
Haufen,huufe
Haufen,Huufe
Haufen,Huufe
häufig,hüüfig
häufig,hüüfig
haupsächlich,hùuptsächlech
haupsächlich,hùuptsächlech
Haustyp,Huustyp
herausgekommen,usachua
heute,hüt
heute,hüt
heute,hüt
heute,hüt
heute,Hüt
heutigen,hütige
Hexe,Häx
Hiatus,Hiatus
Hilfsverb,Hǜufsverb
Hochdeutsch,Hochtütsch
hochdeutschen,hochtütsche
Höchstalemmanischen,Höchstalemannische
Höchstalemmanischen,Höchstalemannische
höhen,hueje
hört man,küerpmù
ihre (pl.),ihri
ihrer,ihrer
ihrer,ihrer
im,im
im,im
im,im
im,im
im,im
im,Im
im,im
im,Im
im,im
im,im
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,Ìm
im,ìm
im,ìm
im,Ìm
im,ìm
im,Ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,Ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,ìm
im,Ìm
im,ìm
im,ìm
im,ìm
im,ìm
im Westen,z desúús
im Westen,Zämmefasseg
immer,immer
in,i
in,i
in,ì
in,ì
in,ì
in,ì
in,ì
in,ì
in,ì
in,ì
in,ì
in,ì
in,ì
in,in
in,In
in,in
in,in
in,in
in,in
in,in
in,in
in,In
in,in
in,In
in,in
in,Ìn
in,ìn
in,ìn
in,ìn
in,Ìn
in,ìn
in,ìn
in,Ìn
in,ìn
in,ìn
in,ìn
in,Ìn
in,ìn
in,ìn
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in,z
in der,wa
in einer,imene
in einer,ìnera
in einer,ìnera
innerhalb,ìnnerhaùb
insgesamt,insgsamt
interagiert,interagiert
Intonation,Intonation
ironischen,yròònìschìi
Isolation,Isolation
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),isch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
ist (er/sie/es),ìsch
Jahr,Jaar
Jahr,Jaar
Jahr,Jaar
Jahr,Jaar
Jahr,Jahr
Jahr,Jaun
Jahr,Jauner
Jahr,Joor
Jahre,Jaar
Jahre,Jaar
Jahre,Joor
Jahre,Joor
Jahrhundert,Joorhùndert
Jahrhundert,Joorhùndert
Jahrhunderte,Joorhùndert
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jaun
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaun,Jùu
Jaundeutsch,Jaundütsch
Jaundeutsch,Jùuntütsch
Jaundeutsch,Jùùntütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
jaundeutsch,jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsch,Jùutütsch
Jaundeutsche,Jùutütsch
Jaundeutsche,Jùutütsch
Jaundeutsche,Jùutütsch
Jaundeutsche,Jùutütsch
Jaundeutsche,Jùutütsch
Jaundeutsche,Jùutütsch
Jaundeutsche,Jùutütschi
jaundeutsche,Jùutütschì
jaundeutsche,jùutütschì
Jaundeutschen,Jaundütsche
Jaundeutschen,Jaundütsche
Jaundeutschen,Jùutsch
Jaundeutschen,Jùutüsch
Jaundeutschen,Jùutüsche
Jaundeutschen,Jùutütsch
Jaundeutschen,Jùutütsch
Jaundeutschen,Jùutütsch
Jaundeutschen,Jùutütsch
jaundeutschen,jùutütsche
jaundeutschen,jùutütsche
jaundeutsches,Jùutütsch
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jauner
Jauner,Jouner
Jauntal,Jauntal
jemand,eppar
Juli,Juli
Juni,Juni
kann (er/sie/es),cha
kann (er/sie/es),chò
kann (er/sie/es),chùnt
Kanne,Channa
Kanne,Chòna
Kanton,Kanton
Kanton,Kanton
Kanton,Kapitel
Kartoffeln,Häpere
Kartoffeln,Härdöpfla
Kartoffeln,Härdöpfu
Käse,Chees
Käse,Chies
Kasette,Kasetta
katholisch,katòòlesch
keine,kei
keinen,kei
keinen,klar
Kilometer,Kilometer
Kind,Chind
Kind,Chìnd
Kind,Chìnd
Kind,Chìnd
Kind,Chinn
Kinder,Chin
Kinder,Chind
Kinderlied,Chìnderlied
Kindheit,Chìndhìit
klagen,chlaage
klagen,chlage
klagen,chlage
kleines Tal,Tältì
kleines Tal,Täùti
Kollektiv,Kollektiv
kommen,cho
kommen,chòò
kommt,chùnt
kommt (er/sie/es),chùnt
kommt (er/sie/es),chùnt
kommuniziert,kommuniziert
Kontakt,Kontakt
Kontakte,Kontäkt
kursiven,kursive
kurz,Chùrz
Kurzgeschichten,Chùrzgschìchte
Kürzung,Chǜrzeg
Kurzvokalen,Chùrzvokaù
Lage,Lag
Lage,Lag
Land,Lann
Land,Lònd
lang,lengs
lange,lengì
Länge,Lengi
langem,lengem
längere,lengri
Laut,Luut
Lautung,Luuteg
Lautung,Luuteg
Lautung,Luuteg
Lautverbindung,Luutverbìndeg
Lautverbindung,Luutverbìndeg
leben,lääbe
leben,läbe
Leserbriefe,Läserbriefa
letzten,letschte
Leute,Lüt
Leute,Lüt
Leute,Lüt
Leute,Lüt
Leute,Lüt
Leute,Lüt
Leuten,Lüt
Literatur,Literatur
lustig,luschteg
lustig,lùschteg
lustig,luschtig
lustig,luschtig
Mädchen,Meitli
Mädchen,Miitli
Mädchen,Miitli
Mädchen,Mìitlì
Mai,Mai
Mai,Mai
mal,amaù
Mal,Maù
Mal,Max
man,mer
man,mer
man,mer
man,mer
man,mer
man,mer
man,mù
man,mù
man,mù
manchmal,Mangmaù
manchmal,Mangmaù
manchmal,mangmaù
manchmal,mangmaù
manchmal,mangmool
Mann,Maa
Mann,Mòò
Männern,Manne
Männern,Manne
männlichen,männleche
männlichen,männliche
Markenzeichen,Maarggezìiche
Markt,Märt
Medien,Medie
meint (er/sie/es),meint
meint (er/sie/es),meint
meisten,meischte
meisten,mìischte
Menschen,Mänsche
mindestens,mindeschtens
mindestens,Mìndeschtens
Mischung,Mischig
mit,mit
mit,mit
mit,mit
mit,mit
mit,mit
mit,mit
mit,mìt
mit,mìt
mit,mìt
mit,mìt
mit,mìt
mit,mìt
mit,Mundart
mit dem,mitem
mit dem,mitem
mit dem,mìtem
mit den,mìtte
miteinander,mitenand
Mitte,Mitti
Monophthongen,Monophthong
monophthongiert,monophthongiert
Monophthongierung,Monophthongiereg
morgen,muer
morgen,muere
Mundart,Mundart
Mundart,Mùndart
Mundart,Mùndart
Mundart,Mùndart
Mundart,Mùndart
Mundarten,Mùndarte
Mundarten,Mùndarte
Mundarten,Mùndarte
Mundartsprache,Mùndartspraach
Mundartwörterbuch,Mundartwörterbuch
Muttertag,Muetterdaag
nach,ùff
nach,ùff
Nachbar,Noochber
Nachbaren,Noochbare
Nachbarschaft,Noochberschaft
nachgewiesen,nahìgwìse
Nähe,Nööchi
Name,Name
Namen,Name
nämlich,nämli
neben,näbe
neben,Näbe
neben,Näbe
neben dem,näbem
neu,nüü
neuer,nüüa
neues,nùs
nicht,nit
nicht,nit
nicht,nit
nicht,nit
nicht,nìt
nicht,nìt
nichts,nüüt
nobles,nobùs
noch,na
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,no
noch,nò
noch,nò
Norden,Norde
notwendig,notwändig
nur,nùmme
nur,nùmme
nur,nùmme
Nüsse,Nǜss
ob,ob
ob,ob
Oberland,Oberland
Oberland,Oberland
Oberland,Oberland
Oberland,Oberlànd
Oberländisch,Oberländisch
Oberländisch,Oberlendesch
Oberländisch,Oberlendesch
oder,oder
oder,oder
oder,oder
oder,oder
oder,oder
oder,oder
oder,oder
oder,oder
oder,oder
öfters,viilmool
organisiert,organisiert
Ort,Ort
paar,paar
paar,paar
Partner,Partner
passiert,passiert
Passiv,Passiv
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Patois,Patois
Pfanne,Pfana
Pfanne,Pfòna
Pfarreipräsident,Pfarrìipräsidänt
Pfarrer,Pfaare
Plätze,Plätz
Plural,Plural
Plural,Plural
Pluralendug,Pluralendeg
politischen,politische
Präsident,Präsi
Publikation,Publikation
rar,raar
redet (er/sie/es),red
redet (er/sie/es),red
Redewendung,Redewendung
Reformation,Reformation
Reformation,Reformation
Regel,Regel
regelmässig,regùmässig
Restaurant,Restaurant
restlichen,reschtliche
romanische,romanische
romanische,romanischi
romanischen,romanische
Rundung,Rùndeg
Saanen,Saane
Saanen,Saane
Sachen,Sache
Sack,Saketa
Sage,Sag
Sagen,Saage
sagen,sääge
Sagen,Saagì
sagen,säge
sagt (er/sie/es),sìit
Satz,Satz
Sätze,Sätz
schau (du),Gùgg
schliesslich,Schliessli
schlussendlich,schlùssändli
Schnee,Schnee
Schnee,Schnia
schneien,schnie
schon,scho
schon,scho
schon,scho
schon,scho
schön,schöön
schön,schüen
schöne,schööni
Schreib-Richtlinie,Schryyb-Rìchtlinie
schreiben,schrybe
schreiben,schryybe
schreibt (er/sie/es),schrybt
schreibt (er/sie/es),schrybt
Schreibung,Schrybeg
Schreibung,Schrybeg
Schrift,Gschrìftì
Schriften,Gschrìftì
Schriften,Gschrìftì
Schriften,Gschrìftì
Schriften,Gschrìftì
Schriften,Gschrìftì
Schriften,Gschrìftì
Schule,Schuel
Schulinspektor,Schuelinspektor
Schulinspektor,Schuelinspektor
sechs,sächs
sechs,sächs
sechs,säks
Seebezirk,Seebezirk
sehr,sehr
sei (er/sie/es),sy
seiner,synere
seiner,synrer
seit,syt
seit,syt
Seiten,Sytì
Sekundarlehrer,Sekùndaarlierer
selten,Säùte
seltener,säùtener
Sendung,Sendig
Sensebezirk,Sensebezìrk
Sensebezirk,Sensebìzìrk
Sensebezirk,Sensebìzìrk
Sensebezirk,Sensebìzìrk
Sensler,Sensler
Senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
senslerdeutsch,senslertütsch
Senslerdeutsche,Senslertütsch
Senslerdeutschen,Senslertütsch
Senslerdeutschen,Senslertütsch
